suite_id,sample_id,code,label,character
72,2,10,9,九
25,9,13,12,千
54,3,10,9,九
8,4,6,5,五
3,2,8,7,七
49,10,15,14,亿
59,6,12,11,百
85,8,10,9,九
30,8,12,11,百
64,6,15,14,亿
5,2,4,3,三
42,2,10,9,九
34,9,8,7,七
37,7,15,14,亿
65,4,5,4,四
52,7,15,14,亿
36,3,15,14,亿
13,2,14,13,万
93,7,13,12,千
31,2,1,0,零
85,1,9,8,八
58,6,4,3,三
29,7,7,6,六
6,2,7,6,六
15,6,14,13,万
99,7,10,9,九
39,2,14,13,万
64,1,3,2,二
24,6,11,10,十
57,10,9,8,八
59,10,10,9,九
85,1,14,13,万
48,9,7,6,六
42,2,14,13,万
53,7,13,12,千
88,2,9,8,八
60,4,9,8,八
8,9,9,8,八
45,7,11,10,十
51,4,7,6,六
63,4,7,6,六
24,6,15,14,亿
83,9,15,14,亿
14,2,1,0,零
80,2,2,1,一
86,1,7,6,六
79,5,1,0,零
61,8,13,12,千
71,5,9,8,八
32,6,5,4,四
71,3,10,9,九
57,3,12,11,百
10,10,15,14,亿
49,3,13,12,千
98,2,10,9,九
42,2,4,3,三
94,3,15,14,亿
20,10,9,8,八
29,2,14,13,万
17,10,10,9,九
68,2,15,14,亿
32,6,12,11,百
74,3,5,4,四
11,10,3,2,二
55,2,4,3,三
60,3,4,3,三
32,10,10,9,九
68,9,9,8,八
39,7,13,12,千
53,7,15,14,亿
80,2,9,8,八
10,6,14,13,万
65,6,13,12,千
6,3,5,4,四
49,5,10,9,九
77,2,1,0,零
19,10,15,14,亿
96,5,15,14,亿
59,5,13,12,千
26,4,12,11,百
62,8,4,3,三
39,8,2,1,一
82,6,7,6,六
41,7,13,12,千
95,2,4,3,三
87,7,12,11,百
56,6,12,11,百
16,3,7,6,六
6,3,2,1,一
35,10,3,2,二
29,3,5,4,四
23,8,11,10,十
21,4,14,13,万
21,9,15,14,亿
16,4,10,9,九
21,9,13,12,千
65,8,7,6,六
89,1,10,9,九
76,7,1,0,零
41,5,9,8,八
57,5,1,0,零
39,3,9,8,八
13,6,4,3,三
50,7,11,10,十
93,6,5,4,四
67,10,15,14,亿
57,7,1,0,零
46,8,4,3,三
5,2,10,9,九
38,6,14,13,万
12,4,14,13,万
60,5,6,5,五
20,7,14,13,万
11,9,13,12,千
17,6,4,3,三
33,4,8,7,七
46,3,3,2,二
83,5,15,14,亿
80,6,2,1,一
60,9,10,9,九
3,6,15,14,亿
60,10,1,0,零
53,3,5,4,四
24,4,2,1,一
50,7,2,1,一
1,4,6,5,五
92,2,4,3,三
100,6,6,5,五
61,7,15,14,亿
79,7,6,5,五
50,7,12,11,百
22,7,14,13,万
4,9,1,0,零
24,6,4,3,三
46,3,10,9,九
45,2,10,9,九
47,8,14,13,万
16,4,12,11,百
13,7,13,12,千
12,7,8,7,七
26,8,6,5,五
14,1,2,1,一
23,4,10,9,九
71,2,3,2,二
12,4,5,4,四
44,10,8,7,七
36,2,14,13,万
95,3,7,6,六
24,9,6,5,五
37,7,13,12,千
1,6,7,6,六
94,10,4,3,三
93,4,13,12,千
86,10,1,0,零
85,7,11,10,十
31,1,7,6,六
39,4,11,10,十
53,8,6,5,五
29,8,8,7,七
35,6,5,4,四
81,7,3,2,二
77,3,10,9,九
14,4,13,12,千
1,1,8,7,七
99,7,1,0,零
57,6,2,1,一
65,5,6,5,五
72,6,10,9,九
53,10,13,12,千
60,5,4,3,三
6,3,8,7,七
60,3,14,13,万
64,4,6,5,五
13,4,2,1,一
61,1,15,14,亿
66,9,7,6,六
85,1,1,0,零
22,10,13,12,千
42,4,9,8,八
56,3,1,0,零
85,3,9,8,八
80,9,13,12,千
100,2,14,13,万
88,10,3,2,二
15,4,11,10,十
100,1,5,4,四
43,3,5,4,四
48,8,13,12,千
42,1,9,8,八
46,6,8,7,七
96,2,4,3,三
47,9,12,11,百
30,6,10,9,九
82,5,13,12,千
2,10,6,5,五
66,2,13,12,千
99,1,4,3,三
32,2,12,11,百
30,6,12,11,百
84,5,10,9,九
14,4,15,14,亿
27,2,1,0,零
48,2,10,9,九
96,1,2,1,一
24,3,11,10,十
42,4,3,2,二
48,7,1,0,零
83,3,3,2,二
68,6,14,13,万
68,4,3,2,二
34,9,15,14,亿
77,7,13,12,千
14,10,5,4,四
89,1,4,3,三
31,1,10,9,九
7,10,2,1,一
7,9,9,8,八
39,4,2,1,一
92,1,7,6,六
95,2,2,1,一
10,8,3,2,二
27,9,9,8,八
45,7,13,12,千
74,9,12,11,百
86,3,9,8,八
94,8,3,2,二
48,3,10,9,九
18,5,7,6,六
47,2,2,1,一
62,2,2,1,一
38,6,6,5,五
67,4,8,7,七
53,5,9,8,八
60,3,9,8,八
50,4,8,7,七
90,5,8,7,七
23,9,6,5,五
65,9,15,14,亿
1,2,14,13,万
5,5,5,4,四
77,3,14,13,万
39,2,11,10,十
86,4,4,3,三
18,10,3,2,二
26,6,14,13,万
49,3,11,10,十
70,10,13,12,千
14,7,7,6,六
37,1,14,13,万
49,8,2,1,一
9,9,14,13,万
33,2,3,2,二
98,5,13,12,千
60,7,9,8,八
39,8,8,7,七
82,6,6,5,五
8,4,3,2,二
6,9,12,11,百
73,2,5,4,四
33,7,14,13,万
69,6,13,12,千
79,5,6,5,五
86,7,9,8,八
49,6,12,11,百
83,10,1,0,零
20,5,8,7,七
56,1,1,0,零
81,2,15,14,亿
68,7,13,12,千
49,3,8,7,七
16,8,7,6,六
24,2,13,12,千
29,3,11,10,十
33,2,2,1,一
66,9,13,12,千
23,6,14,13,万
58,4,10,9,九
27,4,11,10,十
91,7,7,6,六
82,6,3,2,二
69,7,8,7,七
30,2,2,1,一
66,7,12,11,百
56,5,9,8,八
84,9,3,2,二
44,9,8,7,七
37,5,8,7,七
77,8,1,0,零
16,1,8,7,七
84,8,2,1,一
88,7,10,9,九
41,6,7,6,六
26,6,10,9,九
64,9,9,8,八
43,3,13,12,千
42,9,14,13,万
73,8,7,6,六
74,10,5,4,四
99,7,12,11,百
90,8,13,12,千
60,10,12,11,百
70,8,2,1,一
77,5,11,10,十
53,6,1,0,零
94,2,7,6,六
14,4,9,8,八
41,6,9,8,八
74,10,15,14,亿
49,3,1,0,零
21,4,9,8,八
96,9,14,13,万
96,4,1,0,零
82,4,1,0,零
51,9,1,0,零
73,10,14,13,万
23,3,14,13,万
63,2,7,6,六
16,4,4,3,三
3,7,6,5,五
44,10,7,6,六
70,2,12,11,百
96,2,8,7,七
54,8,12,11,百
15,5,3,2,二
55,1,11,10,十
37,4,14,13,万
49,5,4,3,三
52,3,3,2,二
40,6,15,14,亿
66,9,1,0,零
97,2,15,14,亿
30,4,11,10,十
75,4,13,12,千
87,3,3,2,二
29,7,8,7,七
2,10,14,13,万
80,5,7,6,六
99,5,14,13,万
85,4,5,4,四
37,8,3,2,二
88,6,11,10,十
72,7,9,8,八
32,2,15,14,亿
31,4,10,9,九
21,6,3,2,二
55,10,14,13,万
32,6,4,3,三
22,9,15,14,亿
41,5,7,6,六
78,4,2,1,一
77,9,10,9,九
52,10,15,14,亿
68,4,10,9,九
35,7,15,14,亿
43,6,4,3,三
82,2,15,14,亿
34,8,15,14,亿
9,2,12,11,百
45,10,13,12,千
65,6,2,1,一
66,6,15,14,亿
47,1,11,10,十
12,4,13,12,千
84,1,12,11,百
23,2,6,5,五
38,8,10,9,九
52,1,5,4,四
31,3,10,9,九
57,10,8,7,七
37,8,2,1,一
22,9,1,0,零
38,3,15,14,亿
69,5,3,2,二
22,5,6,5,五
42,7,14,13,万
100,2,1,0,零
17,2,15,14,亿
31,7,4,3,三
42,7,15,14,亿
10,9,13,12,千
100,9,13,12,千
76,1,4,3,三
66,6,12,11,百
24,7,8,7,七
57,2,4,3,三
20,10,11,10,十
10,8,13,12,千
94,5,12,11,百
68,9,13,12,千
79,7,8,7,七
9,10,5,4,四
80,6,6,5,五
72,3,3,2,二
69,3,12,11,百
75,6,8,7,七
42,8,15,14,亿
40,9,3,2,二
41,2,11,10,十
25,1,2,1,一
76,6,5,4,四
57,3,15,14,亿
52,10,13,12,千
5,10,9,8,八
31,5,1,0,零
12,3,8,7,七
76,7,3,2,二
72,8,7,6,六
19,2,15,14,亿
94,1,15,14,亿
98,10,2,1,一
44,10,6,5,五
21,4,5,4,四
89,1,12,11,百
84,9,15,14,亿
43,10,13,12,千
59,1,7,6,六
36,2,11,10,十
28,2,9,8,八
49,2,2,1,一
95,7,14,13,万
84,6,14,13,万
67,8,5,4,四
72,4,3,2,二
51,5,8,7,七
74,1,15,14,亿
25,8,3,2,二
64,8,4,3,三
94,2,10,9,九
28,6,7,6,六
3,5,13,12,千
83,9,9,8,八
31,7,13,12,千
38,2,6,5,五
15,7,6,5,五
24,6,10,9,九
48,5,10,9,九
40,4,6,5,五
12,9,2,1,一
36,8,10,9,九
6,5,11,10,十
96,4,13,12,千
74,7,1,0,零
20,5,12,11,百
14,1,4,3,三
24,10,8,7,七
87,8,5,4,四
100,3,7,6,六
97,7,14,13,万
69,4,3,2,二
63,9,8,7,七
62,5,10,9,九
44,3,2,1,一
33,6,12,11,百
15,2,2,1,一
84,1,1,0,零
65,5,14,13,万
30,5,4,3,三
39,2,15,14,亿
57,2,6,5,五
40,10,15,14,亿
50,3,7,6,六
65,3,12,11,百
65,8,4,3,三
60,2,14,13,万
4,2,6,5,五
75,10,8,7,七
3,10,10,9,九
24,9,10,9,九
89,2,2,1,一
75,7,10,9,九
47,2,9,8,八
32,4,5,4,四
95,5,5,4,四
87,5,13,12,千
87,5,15,14,亿
89,7,5,4,四
13,7,1,0,零
26,9,4,3,三
21,3,6,5,五
18,9,10,9,九
72,5,15,14,亿
52,10,3,2,二
38,10,11,10,十
93,5,15,14,亿
99,5,11,10,十
53,5,1,0,零
77,5,10,9,九
68,1,3,2,二
15,3,9,8,八
20,7,15,14,亿
95,4,7,6,六
81,1,10,9,九
38,10,6,5,五
16,6,12,11,百
54,10,15,14,亿
27,1,1,0,零
58,9,4,3,三
14,9,10,9,九
41,7,15,14,亿
66,6,4,3,三
12,10,8,7,七
33,4,5,4,四
70,2,15,14,亿
88,3,3,2,二
25,8,6,5,五
21,9,5,4,四
24,1,15,14,亿
70,1,11,10,十
3,10,6,5,五
42,7,10,9,九
50,9,11,10,十
15,4,6,5,五
96,10,15,14,亿
63,3,12,11,百
25,10,14,13,万
33,2,4,3,三
87,8,2,1,一
83,7,3,2,二
65,10,6,5,五
26,4,9,8,八
54,5,14,13,万
9,8,9,8,八
12,8,2,1,一
3,1,14,13,万
100,4,4,3,三
63,3,8,7,七
17,10,13,12,千
74,6,12,11,百
51,7,10,9,九
38,9,11,10,十
34,3,12,11,百
75,2,13,12,千
51,10,9,8,八
7,6,4,3,三
88,3,15,14,亿
59,7,15,14,亿
77,10,10,9,九
19,7,9,8,八
36,1,12,11,百
64,7,7,6,六
88,3,10,9,九
65,1,1,0,零
85,7,3,2,二
2,7,15,14,亿
82,1,4,3,三
54,4,8,7,七
6,4,14,13,万
58,5,11,10,十
75,9,10,9,九
84,9,7,6,六
70,3,12,11,百
82,7,8,7,七
100,4,6,5,五
13,6,6,5,五
2,10,15,14,亿
98,4,1,0,零
80,5,1,0,零
96,6,4,3,三
63,8,2,1,一
55,8,13,12,千
53,6,5,4,四
40,4,12,11,百
68,6,7,6,六
4,5,8,7,七
79,3,10,9,九
96,5,2,1,一
29,5,8,7,七
27,1,15,14,亿
84,6,6,5,五
67,10,10,9,九
15,9,5,4,四
62,10,7,6,六
74,7,3,2,二
27,3,13,12,千
34,8,2,1,一
36,9,14,13,万
27,4,15,14,亿
30,9,1,0,零
87,5,10,9,九
55,6,15,14,亿
64,7,4,3,三
40,10,9,8,八
19,3,9,8,八
92,3,1,0,零
84,10,9,8,八
41,4,5,4,四
46,5,4,3,三
24,6,6,5,五
96,2,10,9,九
80,3,9,8,八
17,9,6,5,五
46,5,6,5,五
41,3,9,8,八
51,7,5,4,四
20,9,8,7,七
36,9,13,12,千
23,6,12,11,百
41,3,10,9,九
49,8,6,5,五
74,3,13,12,千
83,5,12,11,百
20,3,15,14,亿
7,1,2,1,一
62,7,13,12,千
74,6,14,13,万
58,6,10,9,九
94,1,12,11,百
51,10,10,9,九
67,10,11,10,十
93,5,7,6,六
39,8,13,12,千
28,6,3,2,二
24,2,11,10,十
98,3,1,0,零
45,10,4,3,三
33,3,15,14,亿
7,2,1,0,零
16,5,1,0,零
62,8,5,4,四
10,4,3,2,二
89,4,7,6,六
52,1,9,8,八
41,4,13,12,千
74,7,9,8,八
36,9,3,2,二
74,4,1,0,零
83,7,7,6,六
46,1,11,10,十
49,1,4,3,三
11,6,5,4,四
69,6,1,0,零
33,6,3,2,二
40,9,7,6,六
71,4,12,11,百
82,5,10,9,九
54,1,1,0,零
78,2,1,0,零
78,3,5,4,四
38,2,2,1,一
20,10,12,11,百
80,7,11,10,十
65,5,5,4,四
74,7,2,1,一
60,5,14,13,万
26,1,15,14,亿
2,2,13,12,千
58,1,2,1,一
86,3,15,14,亿
41,5,15,14,亿
12,3,4,3,三
33,5,14,13,万
9,10,8,7,七
16,9,13,12,千
17,3,8,7,七
73,1,7,6,六
97,5,9,8,八
63,9,4,3,三
31,3,15,14,亿
3,7,10,9,九
57,2,11,10,十
20,7,9,8,八
45,2,3,2,二
46,1,13,12,千
84,10,12,11,百
7,2,8,7,七
79,9,2,1,一
57,5,11,10,十
78,4,8,7,七
88,9,13,12,千
48,5,2,1,一
36,2,15,14,亿
90,9,3,2,二
86,6,7,6,六
45,7,4,3,三
35,9,11,10,十
75,9,1,0,零
33,3,1,0,零
53,9,15,14,亿
3,1,4,3,三
96,9,9,8,八
12,6,5,4,四
93,4,1,0,零
25,3,3,2,二
72,10,5,4,四
1,2,7,6,六
52,1,11,10,十
80,3,12,11,百
63,10,11,10,十
7,4,9,8,八
17,10,15,14,亿
98,3,2,1,一
14,7,2,1,一
81,4,1,0,零
38,9,12,11,百
59,2,3,2,二
39,7,3,2,二
30,7,4,3,三
8,10,5,4,四
69,10,13,12,千
48,7,3,2,二
32,7,7,6,六
59,5,10,9,九
83,5,14,13,万
23,3,11,10,十
70,1,15,14,亿
61,9,4,3,三
73,5,14,13,万
44,7,10,9,九
66,10,6,5,五
54,6,12,11,百
27,2,8,7,七
84,6,13,12,千
100,5,9,8,八
26,3,4,3,三
10,1,13,12,千
29,6,5,4,四
74,3,10,9,九
36,1,10,9,九
62,1,7,6,六
90,8,3,2,二
38,8,2,1,一
35,4,14,13,万
19,3,3,2,二
25,5,14,13,万
52,8,8,7,七
95,4,1,0,零
32,9,3,2,二
77,1,9,8,八
21,2,13,12,千
93,9,4,3,三
38,7,9,8,八
27,6,6,5,五
27,5,13,12,千
95,5,14,13,万
61,2,14,13,万
63,10,8,7,七
41,7,2,1,一
94,5,9,8,八
79,1,4,3,三
71,10,9,8,八
30,10,8,7,七
48,3,2,1,一
72,4,2,1,一
33,9,7,6,六
22,2,11,10,十
98,6,9,8,八
96,5,1,0,零
28,2,11,10,十
54,3,14,13,万
13,5,2,1,一
19,8,5,4,四
35,7,7,6,六
59,3,9,8,八
9,4,15,14,亿
2,7,7,6,六
66,7,3,2,二
92,8,8,7,七
47,7,15,14,亿
71,7,8,7,七
93,4,5,4,四
69,5,10,9,九
57,3,8,7,七
28,6,2,1,一
99,4,15,14,亿
67,2,10,9,九
88,4,8,7,七
78,7,13,12,千
33,2,14,13,万
4,6,9,8,八
54,7,9,8,八
2,3,1,0,零
39,10,3,2,二
8,6,10,9,九
86,7,12,11,百
19,2,1,0,零
64,2,5,4,四
27,2,13,12,千
93,10,7,6,六
91,6,3,2,二
37,5,5,4,四
63,1,2,1,一
25,7,14,13,万
86,3,2,1,一
31,6,8,7,七
48,10,7,6,六
83,4,14,13,万
39,2,3,2,二
14,7,1,0,零
90,5,12,11,百
65,6,14,13,万
66,5,4,3,三
99,6,10,9,九
20,10,2,1,一
55,3,8,7,七
55,3,9,8,八
30,6,2,1,一
72,2,5,4,四
45,8,1,0,零
8,7,2,1,一
31,1,1,0,零
27,5,4,3,三
13,5,3,2,二
35,6,9,8,八
56,3,15,14,亿
16,9,8,7,七
54,5,2,1,一
22,6,10,9,九
87,8,4,3,三
16,5,13,12,千
47,5,5,4,四
59,2,11,10,十
79,4,3,2,二
62,8,9,8,八
53,5,10,9,九
38,10,12,11,百
91,2,10,9,九
12,4,4,3,三
22,10,10,9,九
33,1,8,7,七
42,9,6,5,五
30,3,5,4,四
75,8,11,10,十
1,10,13,12,千
32,3,4,3,三
96,10,1,0,零
56,3,8,7,七
89,3,12,11,百
74,1,13,12,千
2,7,2,1,一
89,8,10,9,九
51,10,15,14,亿
27,10,13,12,千
71,6,4,3,三
83,3,14,13,万
72,4,14,13,万
4,3,10,9,九
20,6,14,13,万
80,1,5,4,四
25,8,13,12,千
56,2,14,13,万
29,3,12,11,百
2,10,12,11,百
86,8,1,0,零
43,5,5,4,四
69,9,4,3,三
91,3,3,2,二
86,9,6,5,五
41,6,2,1,一
92,4,9,8,八
75,4,14,13,万
50,5,11,10,十
62,3,14,13,万
6,5,13,12,千
85,1,15,14,亿
34,3,10,9,九
90,9,8,7,七
24,5,1,0,零
35,1,5,4,四
22,10,14,13,万
54,10,9,8,八
99,8,3,2,二
42,6,2,1,一
58,2,3,2,二
93,2,8,7,七
78,4,3,2,二
23,10,13,12,千
66,1,12,11,百
86,1,6,5,五
78,5,7,6,六
44,4,5,4,四
27,3,11,10,十
7,8,8,7,七
23,5,5,4,四
64,6,10,9,九
19,4,13,12,千
2,5,7,6,六
52,10,2,1,一
39,1,4,3,三
74,8,12,11,百
21,10,7,6,六
48,7,8,7,七
9,5,4,3,三
40,7,11,10,十
6,7,4,3,三
80,8,2,1,一
6,1,6,5,五
46,2,8,7,七
62,1,11,10,十
6,6,9,8,八
21,1,13,12,千
39,8,15,14,亿
58,7,10,9,九
19,8,2,1,一
62,10,6,5,五
89,3,8,7,七
100,6,10,9,九
14,7,11,10,十
91,8,13,12,千
63,4,1,0,零
56,9,15,14,亿
7,8,1,0,零
44,8,15,14,亿
67,2,3,2,二
16,10,3,2,二
63,8,4,3,三
28,5,9,8,八
48,7,10,9,九
17,3,9,8,八
32,9,15,14,亿
87,10,11,10,十
49,2,5,4,四
67,2,7,6,六
72,6,12,11,百
7,10,7,6,六
38,5,15,14,亿
95,7,1,0,零
56,7,6,5,五
78,1,8,7,七
9,6,6,5,五
2,5,4,3,三
10,10,14,13,万
47,5,8,7,七
57,4,10,9,九
32,6,6,5,五
61,5,10,9,九
94,10,6,5,五
73,5,3,2,二
48,2,7,6,六
48,1,6,5,五
59,9,3,2,二
50,4,1,0,零
76,10,6,5,五
97,7,8,7,七
91,6,11,10,十
30,3,8,7,七
18,7,3,2,二
31,4,9,8,八
91,1,11,10,十
86,6,3,2,二
73,1,3,2,二
20,3,11,10,十
91,4,6,5,五
77,3,5,4,四
37,7,11,10,十
41,8,14,13,万
37,3,3,2,二
5,6,6,5,五
68,3,3,2,二
38,5,2,1,一
16,1,1,0,零
37,6,9,8,八
63,10,12,11,百
6,8,1,0,零
24,3,12,11,百
63,5,13,12,千
47,9,1,0,零
99,5,2,1,一
78,8,13,12,千
15,7,15,14,亿
33,4,3,2,二
66,10,14,13,万
77,6,3,2,二
30,1,10,9,九
82,2,3,2,二
47,10,3,2,二
63,2,2,1,一
95,10,6,5,五
87,7,11,10,十
46,6,4,3,三
88,10,9,8,八
56,10,12,11,百
88,6,4,3,三
83,1,11,10,十
46,1,12,11,百
30,3,3,2,二
66,7,1,0,零
25,7,15,14,亿
13,4,5,4,四
6,5,14,13,万
94,2,2,1,一
39,2,7,6,六
44,10,1,0,零
19,8,12,11,百
79,9,13,12,千
96,10,14,13,万
81,9,12,11,百
53,8,10,9,九
85,5,8,7,七
100,2,5,4,四
34,4,14,13,万
26,10,5,4,四
96,9,3,2,二
29,8,10,9,九
78,10,3,2,二
5,2,6,5,五
76,10,12,11,百
6,9,7,6,六
1,10,1,0,零
73,8,15,14,亿
29,1,5,4,四
61,3,15,14,亿
84,3,7,6,六
74,10,7,6,六
73,9,3,2,二
2,8,11,10,十
45,5,5,4,四
72,6,11,10,十
5,1,2,1,一
22,3,13,12,千
52,2,4,3,三
7,10,5,4,四
46,4,9,8,八
30,1,1,0,零
18,4,2,1,一
50,4,4,3,三
74,10,12,11,百
49,5,2,1,一
9,3,2,1,一
50,2,9,8,八
47,2,6,5,五
12,2,3,2,二
21,4,4,3,三
45,2,4,3,三
61,2,6,5,五
24,8,6,5,五
97,2,8,7,七
93,9,7,6,六
98,5,4,3,三
13,4,1,0,零
18,7,5,4,四
23,9,7,6,六
59,1,12,11,百
49,1,2,1,一
78,8,1,0,零
35,9,9,8,八
35,9,8,7,七
49,9,1,0,零
40,9,5,4,四
61,4,9,8,八
67,4,12,11,百
19,3,8,7,七
52,7,14,13,万
14,10,12,11,百
67,5,14,13,万
16,2,9,8,八
95,9,7,6,六
94,3,9,8,八
53,9,8,7,七
32,5,2,1,一
24,4,14,13,万
52,5,7,6,六
73,10,7,6,六
94,3,6,5,五
98,3,10,9,九
24,10,5,4,四
52,1,15,14,亿
76,4,6,5,五
80,7,14,13,万
66,2,4,3,三
69,2,13,12,千
81,4,8,7,七
94,7,1,0,零
68,7,14,13,万
46,4,1,0,零
22,1,13,12,千
58,4,7,6,六
13,10,6,5,五
82,3,14,13,万
96,9,15,14,亿
93,9,12,11,百
4,1,11,10,十
44,10,11,10,十
7,3,4,3,三
87,7,8,7,七
31,5,4,3,三
87,4,8,7,七
40,4,9,8,八
100,5,4,3,三
21,6,1,0,零
46,2,11,10,十
31,6,12,11,百
94,4,9,8,八
75,10,5,4,四
2,1,1,0,零
28,2,12,11,百
63,3,15,14,亿
1,4,1,0,零
46,7,15,14,亿
93,8,14,13,万
65,4,13,12,千
22,8,13,12,千
32,7,14,13,万
50,3,10,9,九
77,4,11,10,十
1,1,7,6,六
100,3,4,3,三
43,1,1,0,零
83,9,13,12,千
42,8,10,9,九
61,6,6,5,五
39,5,11,10,十
57,8,9,8,八
73,6,12,11,百
64,10,4,3,三
38,6,8,7,七
58,6,8,7,七
72,4,4,3,三
38,2,1,0,零
29,5,4,3,三
81,10,4,3,三
9,4,11,10,十
69,10,14,13,万
71,1,4,3,三
78,9,2,1,一
17,1,2,1,一
29,10,1,0,零
21,7,4,3,三
49,8,7,6,六
11,7,2,1,一
64,3,3,2,二
58,5,4,3,三
11,3,9,8,八
36,7,8,7,七
38,3,5,4,四
21,9,6,5,五
99,2,13,12,千
71,10,1,0,零
11,1,11,10,十
29,1,12,11,百
62,1,6,5,五
81,10,8,7,七
80,3,13,12,千
93,3,5,4,四
52,3,5,4,四
38,7,14,13,万
82,3,7,6,六
36,2,3,2,二
3,3,9,8,八
25,5,8,7,七
75,10,15,14,亿
91,7,12,11,百
61,6,15,14,亿
10,1,7,6,六
38,6,1,0,零
55,5,11,10,十
84,9,9,8,八
62,8,8,7,七
63,10,7,6,六
32,3,12,11,百
51,9,14,13,万
3,9,14,13,万
75,8,7,6,六
60,9,7,6,六
9,3,10,9,九
53,1,11,10,十
1,7,7,6,六
68,7,4,3,三
55,6,3,2,二
93,3,12,11,百
8,4,8,7,七
2,9,11,10,十
75,10,10,9,九
16,4,13,12,千
35,7,2,1,一
61,8,14,13,万
80,5,12,11,百
63,10,2,1,一
80,8,10,9,九
3,2,1,0,零
75,4,10,9,九
70,8,3,2,二
30,4,12,11,百
24,8,10,9,九
24,4,11,10,十
80,1,10,9,九
100,6,7,6,六
26,8,10,9,九
3,9,5,4,四
7,5,2,1,一
58,8,10,9,九
39,9,13,12,千
28,3,4,3,三
50,5,2,1,一
71,9,3,2,二
33,8,8,7,七
40,10,7,6,六
57,3,2,1,一
14,6,10,9,九
73,2,14,13,万
28,4,15,14,亿
99,5,6,5,五
11,3,15,14,亿
80,4,8,7,七
60,2,12,11,百
30,10,5,4,四
59,10,9,8,八
65,2,10,9,九
29,2,1,0,零
8,7,10,9,九
39,2,13,12,千
49,10,9,8,八
1,8,1,0,零
97,4,5,4,四
39,4,3,2,二
2,3,8,7,七
56,5,5,4,四
71,6,3,2,二
55,5,10,9,九
51,8,10,9,九
51,6,14,13,万
33,7,7,6,六
82,8,3,2,二
9,9,1,0,零
11,3,11,10,十
22,8,7,6,六
62,8,12,11,百
55,4,11,10,十
26,10,1,0,零
87,4,5,4,四
3,7,2,1,一
77,3,15,14,亿
22,3,9,8,八
9,7,7,6,六
3,6,3,2,二
57,6,3,2,二
56,10,15,14,亿
50,2,11,10,十
91,5,2,1,一
88,10,11,10,十
43,6,7,6,六
27,9,2,1,一
15,2,5,4,四
4,9,2,1,一
65,3,14,13,万
98,7,7,6,六
82,8,14,13,万
29,1,10,9,九
68,8,7,6,六
1,2,4,3,三
51,6,12,11,百
30,8,14,13,万
49,10,6,5,五
75,7,8,7,七
6,4,7,6,六
52,7,1,0,零
47,1,4,3,三
73,7,4,3,三
68,1,15,14,亿
67,8,8,7,七
81,6,5,4,四
13,2,3,2,二
8,3,8,7,七
89,10,12,11,百
7,7,11,10,十
14,1,1,0,零
90,10,10,9,九
52,8,7,6,六
35,2,9,8,八
35,6,12,11,百
81,9,3,2,二
52,8,3,2,二
1,4,4,3,三
8,1,8,7,七
65,3,7,6,六
15,2,6,5,五
79,2,1,0,零
85,4,6,5,五
31,7,2,1,一
61,1,12,11,百
96,6,2,1,一
3,1,9,8,八
59,8,6,5,五
80,1,9,8,八
8,1,4,3,三
40,10,4,3,三
31,4,15,14,亿
70,10,10,9,九
97,3,8,7,七
22,9,13,12,千
87,9,5,4,四
98,7,12,11,百
90,8,14,13,万
89,2,11,10,十
72,5,5,4,四
94,1,11,10,十
35,6,13,12,千
57,4,13,12,千
97,4,15,14,亿
74,9,13,12,千
53,1,10,9,九
72,8,15,14,亿
25,10,11,10,十
42,5,11,10,十
10,4,15,14,亿
65,6,10,9,九
77,8,14,13,万
39,6,5,4,四
49,9,6,5,五
21,7,8,7,七
25,1,14,13,万
37,3,6,5,五
79,8,3,2,二
89,7,12,11,百
57,9,14,13,万
71,10,5,4,四
7,10,1,0,零
5,3,1,0,零
41,6,11,10,十
66,9,12,11,百
27,4,9,8,八
63,2,15,14,亿
59,8,8,7,七
75,1,15,14,亿
27,4,2,1,一
35,6,15,14,亿
40,10,5,4,四
93,8,12,11,百
3,7,5,4,四
98,8,7,6,六
97,9,15,14,亿
57,4,14,13,万
19,9,5,4,四
69,9,2,1,一
63,7,2,1,一
10,2,7,6,六
86,3,4,3,三
28,5,6,5,五
61,3,9,8,八
70,10,1,0,零
47,8,15,14,亿
32,6,15,14,亿
58,3,5,4,四
73,2,9,8,八
8,4,11,10,十
19,6,2,1,一
53,4,10,9,九
77,8,4,3,三
79,6,3,2,二
11,8,12,11,百
12,10,14,13,万
9,7,12,11,百
59,8,3,2,二
81,3,4,3,三
85,4,4,3,三
9,8,6,5,五
68,3,12,11,百
37,6,5,4,四
55,4,3,2,二
11,10,12,11,百
16,9,15,14,亿
82,3,10,9,九
3,5,2,1,一
34,1,1,0,零
32,3,9,8,八
15,9,11,10,十
29,6,12,11,百
70,1,6,5,五
73,2,8,7,七
25,7,6,5,五
32,10,13,12,千
67,9,15,14,亿
87,2,13,12,千
93,6,12,11,百
13,6,7,6,六
16,1,2,1,一
91,7,13,12,千
26,6,7,6,六
36,5,10,9,九
13,6,14,13,万
33,3,9,8,八
99,9,12,11,百
58,10,4,3,三
3,10,11,10,十
37,3,12,11,百
79,3,6,5,五
32,9,5,4,四
67,6,8,7,七
38,10,14,13,万
88,5,9,8,八
51,1,1,0,零
9,3,9,8,八
54,1,2,1,一
97,6,7,6,六
9,9,13,12,千
6,7,13,12,千
5,2,15,14,亿
100,2,3,2,二
